instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
13211,2012-07-09,3,1,7,15,0,1,1,2,0.76,0.6818,0.45,0.2239,280
1221,2011-02-23,1,0,2,22,0,3,1,1,0.24,0.2879,0.48,0,61
11025,2012-04-09,2,1,4,12,0,1,1,1,0.54,0.5152,0.28,0.7164,280
6124,2011-09-17,3,0,9,17,0,6,0,1,0.52,0.5,0.72,0.2239,359
1532,2011-03-09,1,0,3,4,0,3,1,1,0.24,0.2576,0.75,0.1045,2
1376,2011-03-02,1,0,3,14,0,3,1,1,0.52,0.5,0.23,0.2985,96
307,2011-01-14,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0,17
7828,2011-11-27,4,0,11,18,0,0,0,1,0.5,0.4848,0.63,0.1642,155
1172,2011-02-21,1,0,2,14,1,1,0,2,0.32,0.303,0.76,0.2537,116
5983,2011-09-11,3,0,9,19,0,0,0,1,0.64,0.6061,0.69,0.1045,333
3639,2011-06-05,2,0,6,12,0,0,0,2,0.64,0.6061,0.69,0.1045,335
15271,2012-10-03,4,1,10,11,0,3,1,1,0.66,0.6061,0.78,0.1642,230
10310,2012-03-10,1,1,3,15,0,6,0,1,0.34,0.3636,0.25,0,406
2123,2011-04-03,2,0,4,7,0,0,0,1,0.32,0.303,0.57,0.2239,33
14417,2012-08-28,3,1,8,21,0,2,1,1,0.72,0.6667,0.48,0.0896,314
9794,2012-02-18,1,1,2,0,0,6,0,1,0.34,0.3333,0.42,0.1642,86
11715,2012-05-08,2,1,5,7,0,2,1,1,0.52,0.5,0.72,0.2836,463
11497,2012-04-29,2,1,4,5,0,0,0,1,0.34,0.3636,0.87,0,6
16374,2012-11-19,4,1,11,23,0,1,1,1,0.34,0.3485,0.66,0.1045,74
7435,2011-11-11,4,0,11,9,1,5,0,1,0.32,0.2879,0.45,0.4478,201
12354,2012-06-03,2,1,6,22,0,0,0,1,0.62,0.6212,0.5,0.3881,226
5888,2011-09-07,3,0,9,19,0,3,1,2,0.64,0.5758,0.89,0,226
16632,2012-11-30,4,1,11,18,0,5,1,2,0.34,0.3636,0.61,0,509
11660,2012-05-06,2,1,5,0,0,0,0,2,0.56,0.5303,0.83,0.1343,134
11572,2012-05-02,2,1,5,8,0,3,1,2,0.56,0.5303,0.88,0,666
13626,2012-07-26,3,1,7,22,0,4,1,1,0.8,0.7424,0.49,0.6119,234
11512,2012-04-29,2,1,4,20,0,0,0,1,0.56,0.5303,0.32,0.0896,243
1918,2011-03-25,2,0,3,16,0,5,1,2,0.34,0.303,0.34,0.2985,150
5643,2011-08-28,3,0,8,13,0,0,0,1,0.76,0.6818,0.45,0.3582,431
10371,2012-03-13,1,1,3,5,0,2,1,2,0.46,0.4545,0.82,0.194,24
5074,2011-08-04,3,0,8,7,0,4,1,2,0.68,0.6364,0.89,0.2985,282
3775,2011-06-11,2,0,6,4,0,6,0,1,0.68,0.6364,0.79,0.0896,13
7037,2011-10-25,4,0,10,19,0,2,1,1,0.48,0.4697,0.67,0.194,338
12392,2012-06-05,2,1,6,12,0,2,1,2,0.54,0.5152,0.56,0.2239,247
12186,2012-05-27,2,1,5,22,0,0,0,3,0.62,0.5758,0.83,0,59
9262,2012-01-26,1,1,1,19,0,4,1,2,0.4,0.4091,0.76,0.1045,313
16070,2012-11-07,4,1,11,6,0,3,1,2,0.26,0.2424,0.56,0.2836,118
12731,2012-06-19,2,1,6,15,0,2,1,1,0.78,0.7424,0.59,0.1642,259
10327,2012-03-11,1,1,3,9,0,0,0,1,0.26,0.2576,0.6,0.2239,90
867,2011-02-08,1,0,2,13,0,2,1,2,0.24,0.197,0.32,0.4478,50
4994,2011-07-31,3,0,7,23,0,0,0,1,0.74,0.697,0.66,0.2239,70
14343,2012-08-25,3,1,8,19,0,6,0,2,0.64,0.5909,0.78,0.2985,354
8554,2011-12-28,1,0,12,3,0,3,1,1,0.32,0.303,0.61,0.2537,4
13479,2012-07-20,3,1,7,19,0,5,1,2,0.64,0.5758,0.83,0.2836,402
8412,2011-12-22,1,0,12,3,0,4,1,1,0.44,0.4394,0.67,0.1642,6
3110,2011-05-14,2,0,5,11,0,6,0,2,0.52,0.5,0.94,0.1343,279
12784,2012-06-21,3,1,6,20,0,4,1,1,0.86,0.7879,0.44,0.194,436
12001,2012-05-20,2,1,5,5,0,0,0,1,0.5,0.4848,0.72,0.1045,8
8987,2012-01-15,1,1,1,7,0,0,0,1,0.12,0.1212,0.54,0.2836,17
13968,2012-08-10,3,1,8,4,0,5,1,3,0.7,0.6667,0.84,0.2836,7
16536,2012-11-26,4,1,11,17,0,1,1,1,0.42,0.4242,0.32,0,553
2477,2011-04-18,2,0,4,2,0,1,1,1,0.42,0.4242,0.67,0.1045,16
1900,2011-03-24,2,0,3,22,0,4,1,1,0.26,0.2576,0.65,0.1642,62
10263,2012-03-08,1,1,3,16,0,4,1,2,0.62,0.6212,0.41,0.6418,342
15145,2012-09-28,4,1,9,5,0,5,1,1,0.56,0.5303,0.88,0,38
14646,2012-09-07,3,1,9,10,0,5,1,1,0.72,0.697,0.74,0.1343,224
3419,2011-05-27,2,0,5,8,0,5,1,1,0.66,0.6212,0.74,0.2836,418
9586,2012-02-09,1,1,2,8,0,4,1,1,0.2,0.197,0.64,0.2537,484
15503,2012-10-13,4,1,10,3,0,6,0,1,0.32,0.303,0.66,0.2239,15
2026,2011-03-30,2,0,3,6,0,3,1,2,0.3,0.303,0.49,0.1343,48
5698,2011-08-30,3,0,8,20,0,2,1,1,0.66,0.6212,0.5,0,298
10126,2012-03-02,1,1,3,23,0,5,1,2,0.36,0.3788,0.87,0,23
4657,2011-07-17,3,0,7,22,0,0,0,1,0.72,0.6818,0.66,0.2239,181
6365,2011-09-27,4,0,9,18,0,2,1,2,0.64,0.5758,0.89,0.2239,356
8249,2011-12-15,4,0,12,8,0,4,1,2,0.34,0.3182,0.66,0.2239,457
16172,2012-11-11,4,1,11,13,0,0,0,1,0.54,0.5152,0.45,0.1045,686
6555,2011-10-05,4,0,10,16,0,3,1,1,0.64,0.6212,0.47,0.3284,282
15962,2012-11-02,4,1,11,18,0,5,1,2,0.38,0.3939,0.43,0.3284,522
4277,2011-07-02,3,0,7,2,0,6,0,1,0.64,0.6212,0.53,0,52
15842,2012-10-27,4,1,10,6,0,6,0,2,0.5,0.4848,0.82,0.194,31
11529,2012-04-30,2,1,4,13,0,1,1,2,0.48,0.4697,0.51,0.0896,247
11499,2012-04-29,2,1,4,7,0,0,0,2,0.34,0.3333,0.87,0.1343,27
15774,2012-10-24,4,1,10,10,0,3,1,2,0.54,0.5152,0.73,0,171
16804,2012-12-07,4,1,12,22,0,5,1,2,0.36,0.3636,0.93,0.0896,165
14511,2012-09-01,3,1,9,19,0,6,0,3,0.78,0.7424,0.62,0,392
12848,2012-06-24,3,1,6,12,0,0,0,1,0.8,0.697,0.33,0.2239,556
15129,2012-09-27,4,1,9,13,0,4,1,2,0.74,0.6667,0.48,0,326
8152,2011-12-11,4,0,12,7,0,0,0,1,0.18,0.2424,0.55,0,31
6234,2011-09-22,3,0,9,7,0,4,1,2,0.6,0.5,1,0.1045,311
9061,2012-01-18,1,1,1,10,0,3,1,1,0.3,0.2727,0.42,0.4627,93
13925,2012-08-08,3,1,8,9,0,3,1,2,0.76,0.7273,0.66,0,341
14270,2012-08-22,3,1,8,18,0,3,1,3,0.66,0.6212,0.61,0.2239,683
6318,2011-09-25,4,0,9,19,0,0,0,1,0.64,0.5758,0.83,0.1343,329
6272,2011-09-23,4,0,9,21,0,5,1,1,0.6,0.5,1,0.1642,138
15443,2012-10-10,4,1,10,15,0,3,1,1,0.6,0.6212,0.4,0.1642,319
7842,2011-11-28,4,0,11,9,0,1,1,2,0.44,0.4394,0.88,0.2239,208
4385,2011-07-06,3,0,7,14,0,3,1,1,0.76,0.7273,0.66,0.2836,163
14154,2012-08-17,3,1,8,22,0,5,1,3,0.66,0.2424,0.83,0.194,213
7267,2011-11-04,4,0,11,9,0,5,1,2,0.42,0.4242,0.71,0.4627,254
10390,2012-03-14,1,1,3,0,0,3,1,1,0.54,0.5152,0.6,0.1045,39
15284,2012-10-04,4,1,10,0,0,4,1,3,0.64,0.5758,0.89,0,76
13540,2012-07-23,3,1,7,8,0,1,1,1,0.72,0.697,0.79,0.1045,738
12730,2012-06-19,2,1,6,14,0,2,1,1,0.76,0.7121,0.58,0.1045,227
16841,2012-12-09,4,1,12,11,0,0,0,2,0.4,0.4091,0.87,0.2985,250
11444,2012-04-27,2,1,4,0,0,5,1,1,0.54,0.5152,0.68,0.5522,73
822,2011-02-06,1,0,2,16,0,0,0,1,0.34,0.3485,0.49,0.1045,157
10131,2012-03-03,1,1,3,4,0,6,0,2,0.36,0.3485,0.93,0.194,2
5188,2011-08-09,3,0,8,1,0,2,1,1,0.72,0.6818,0.66,0,14
3669,2011-06-06,2,0,6,18,0,1,1,1,0.76,0.6667,0.31,0.1343,556
795,2011-02-05,1,0,2,13,0,6,0,3,0.22,0.2273,1,0.1642,72
6995,2011-10-24,4,0,10,1,0,1,1,1,0.4,0.4091,0.82,0.1343,15
12314,2012-06-02,2,1,6,6,0,6,0,2,0.5,0.4848,0.77,0.194,36
8924,2012-01-12,1,1,1,16,0,4,1,1,0.46,0.4545,0.67,0.194,281
13048,2012-07-02,3,1,7,20,0,1,1,1,0.78,0.697,0.43,0.1343,395
15254,2012-10-02,4,1,10,18,0,2,1,3,0.62,0.5455,0.94,0.0896,687
10069,2012-02-29,1,1,2,14,0,3,1,2,0.36,0.3333,0.93,0.3582,56
1142,2011-02-20,1,0,2,8,0,0,0,1,0.2,0.2273,0.51,0.1045,24
7468,2011-11-12,4,0,11,18,0,6,0,1,0.42,0.4242,0.58,0.194,203
3372,2011-05-25,2,0,5,9,0,3,1,1,0.68,0.6364,0.65,0.0896,234
92,2011-01-04,1,0,1,23,0,2,1,1,0.2,0.2273,0.69,0.0896,11
3045,2011-05-11,2,0,5,18,0,3,1,1,0.62,0.6212,0.5,0.2985,274
437,2011-01-20,1,0,1,5,0,4,1,1,0.24,0.2273,0.6,0.2239,6
8653,2012-01-01,1,1,1,7,0,0,0,1,0.26,0.2576,0.93,0.1642,7
3833,2011-06-13,2,0,6,14,0,1,1,1,0.7,0.6364,0.34,0.2537,200
11424,2012-04-26,2,1,4,4,0,4,1,2,0.48,0.4697,0.59,0.0896,3
16036,2012-11-05,4,1,11,20,0,1,1,1,0.32,0.303,0.49,0.2537,241
10496,2012-03-18,1,1,3,10,0,0,0,2,0.42,0.4242,0.88,0.1045,351
4673,2011-07-18,3,0,7,14,0,1,1,1,0.82,0.7879,0.56,0.3284,138
99,2011-01-05,1,0,1,7,0,3,1,1,0.18,0.1818,0.43,0.194,88
15432,2012-10-10,4,1,10,4,0,3,1,2,0.46,0.4545,0.88,0.1045,6
9741,2012-02-15,1,1,2,19,0,3,1,1,0.38,0.3939,0.43,0.1642,311
4579,2011-07-14,3,0,7,16,0,4,1,1,0.76,0.6667,0.33,0.1343,274
1597,2011-03-12,1,0,3,0,0,6,0,1,0.26,0.2727,0.6,0.1343,34
7721,2011-11-23,4,0,11,7,0,3,1,2,0.46,0.4545,1,0.0896,156
4070,2011-06-23,3,0,6,11,0,4,1,3,0.76,0.7273,0.66,0.2537,136
12385,2012-06-05,2,1,6,5,0,2,1,3,0.48,0.4697,0.82,0.1642,36
5058,2011-08-03,3,0,8,15,0,3,1,2,0.7,0.6667,0.79,0.1343,118
12689,2012-06-17,2,1,6,21,0,0,0,1,0.62,0.6212,0.57,0.194,246
3939,2011-06-18,2,0,6,0,0,6,0,1,0.62,0.5606,0.88,0.1343,104
13463,2012-07-20,3,1,7,3,0,5,1,2,0.66,0.5909,0.89,0.1045,36
5289,2011-08-13,3,0,8,6,0,6,0,1,0.64,0.6061,0.73,0.0896,22
5221,2011-08-10,3,0,8,10,0,3,1,1,0.8,0.7273,0.43,0.2239,113
11349,2012-04-23,2,1,4,1,0,1,1,3,0.34,0.303,0.87,0.3582,2
12292,2012-06-01,2,1,6,8,0,5,1,2,0.64,0.5758,0.89,0.194,694
10578,2012-03-21,2,1,3,20,0,3,1,1,0.56,0.5303,0.78,0.0896,374
15039,2012-09-23,4,1,9,19,0,0,0,1,0.52,0.5,0.42,0.1642,413
14541,2012-09-03,3,1,9,1,1,1,0,2,0.68,0.6364,0.89,0.1642,55
5222,2011-08-10,3,0,8,11,0,3,1,1,0.8,0.7121,0.41,0.3881,149
2205,2011-04-06,2,0,4,17,0,3,1,1,0.52,0.5,0.32,0.4478,356
8379,2011-12-20,4,0,12,18,0,2,1,1,0.38,0.3939,0.66,0.194,411
1622,2011-03-13,1,0,3,1,0,0,0,1,0.36,0.3485,0.66,0.1343,33
2763,2011-04-30,2,0,4,0,0,6,0,2,0.44,0.4394,0.54,0.2537,106
4176,2011-06-27,3,0,6,21,0,1,1,1,0.7,0.6515,0.65,0,242
1399,2011-03-03,1,0,3,13,0,4,1,1,0.22,0.2576,0.25,0.0896,80
13762,2012-08-01,3,1,8,14,0,3,1,1,0.82,0.7576,0.46,0.1642,263
14058,2012-08-13,3,1,8,22,0,1,1,1,0.72,0.6818,0.62,0.3284,192
14407,2012-08-28,3,1,8,11,0,2,1,1,0.78,0.7273,0.55,0.2537,218
15001,2012-09-22,3,1,9,5,0,6,0,1,0.56,0.5303,0.83,0.3284,17
5239,2011-08-11,3,0,8,4,0,4,1,1,0.64,0.6212,0.57,0.1642,5
3465,2011-05-29,2,0,5,6,0,0,0,2,0.62,0.5606,0.88,0.194,15
6020,2011-09-13,3,0,9,9,0,2,1,1,0.64,0.6061,0.69,0.0896,214
12640,2012-06-15,2,1,6,20,0,5,1,1,0.68,0.6364,0.44,0.194,385
16644,2012-12-01,4,1,12,6,0,6,0,1,0.24,0.2424,0.87,0.1343,27
10842,2012-04-01,2,1,4,20,0,0,0,2,0.5,0.4848,0.59,0.2239,232
10616,2012-03-23,2,1,3,10,0,5,1,2,0.56,0.5303,0.88,0.1045,275
6969,2011-10-22,4,0,10,23,0,6,0,1,0.38,0.3939,0.82,0,108
3042,2011-05-11,2,0,5,15,0,3,1,1,0.64,0.6212,0.41,0,179
11395,2012-04-24,2,1,4,23,0,2,1,1,0.42,0.4242,0.38,0.0896,73
15267,2012-10-03,4,1,10,7,0,3,1,2,0.6,0.5152,0.94,0.194,515
3594,2011-06-03,2,0,6,15,0,5,1,1,0.7,0.6364,0.28,0.2836,212
5801,2011-09-04,3,0,9,3,0,0,0,1,0.64,0.5758,0.89,0.194,43
4369,2011-07-05,3,0,7,22,0,2,1,1,0.76,0.7273,0.66,0.2239,155
15588,2012-10-16,4,1,10,16,0,2,1,1,0.54,0.5152,0.39,0.2836,446
11355,2012-04-23,2,1,4,7,0,1,1,3,0.3,0.2879,0.81,0.2537,207
16246,2012-11-14,4,1,11,15,0,3,1,1,0.36,0.3333,0.43,0.2836,260
11275,2012-04-19,2,1,4,23,0,4,1,1,0.5,0.4848,0.63,0.1045,144
11998,2012-05-20,2,1,5,2,0,0,0,1,0.56,0.5303,0.52,0,98
11407,2012-04-25,2,1,4,11,0,3,1,1,0.52,0.5,0.32,0.1343,219
13060,2012-07-03,3,1,7,8,0,2,1,1,0.74,0.6818,0.62,0.0896,646
7837,2011-11-28,4,0,11,4,0,1,1,1,0.44,0.4394,0.82,0.0896,4
3270,2011-05-21,2,0,5,3,0,6,0,1,0.48,0.4697,0.82,0.1045,19
12329,2012-06-02,2,1,6,21,0,6,0,1,0.6,0.6212,0.4,0.1045,316
7050,2011-10-26,4,0,10,8,0,3,1,2,0.44,0.4394,0.67,0.194,464
1280,2011-02-26,1,0,2,11,0,6,0,1,0.3,0.3333,0.45,0,126
956,2011-02-12,1,0,2,10,0,6,0,1,0.22,0.2121,0.41,0.2537,84
1045,2011-02-16,1,0,2,6,0,3,1,1,0.2,0.197,0.55,0.2239,33
15434,2012-10-10,4,1,10,6,0,3,1,2,0.46,0.4545,0.88,0.0896,175
15765,2012-10-24,4,1,10,1,0,3,1,1,0.54,0.5152,0.68,0,27
17208,2012-12-24,1,1,12,19,0,1,1,2,0.24,0.2424,0.93,0.1343,18
17189,2012-12-23,1,1,12,23,0,0,0,1,0.24,0.2879,0.6,0,25
5572,2011-08-25,3,0,8,1,0,4,1,1,0.68,0.6364,0.69,0.3881,15
10456,2012-03-16,1,1,3,18,0,5,1,3,0.48,0.4697,0.82,0.0896,408
14779,2012-09-12,3,1,9,23,0,3,1,1,0.56,0.5303,0.68,0.1045,127
7944,2011-12-02,4,0,12,15,0,5,1,1,0.42,0.4242,0.41,0.0896,199
3856,2011-06-14,2,0,6,13,0,2,1,1,0.64,0.6212,0.44,0.2239,209
11373,2012-04-24,2,1,4,1,0,2,1,2,0.32,0.3333,0.81,0.1343,7
4253,2011-07-01,3,0,7,2,0,5,1,1,0.62,0.6061,0.69,0,13
10084,2012-03-01,1,1,3,5,0,4,1,1,0.48,0.4697,0.88,0.1642,18
1445,2011-03-05,1,0,3,11,0,6,0,2,0.4,0.4091,0.76,0.2239,159
2247,2011-04-08,2,0,4,11,0,5,1,2,0.4,0.4091,0.62,0.3881,98
2660,2011-04-25,2,0,4,17,0,1,1,1,0.7,0.6515,0.54,0.2985,521
5260,2011-08-12,3,0,8,1,0,5,1,1,0.64,0.6212,0.53,0.1343,23
11215,2012-04-17,2,1,4,11,0,2,1,1,0.6,0.6212,0.33,0.4179,239
13795,2012-08-02,3,1,8,23,0,4,1,1,0.72,0.6818,0.7,0.2537,177
14625,2012-09-06,3,1,9,13,0,4,1,2,0.72,0.697,0.79,0.1045,191
14285,2012-08-23,3,1,8,9,0,4,1,2,0.7,0.6515,0.7,0,412
11237,2012-04-18,2,1,4,9,0,3,1,3,0.48,0.4697,0.44,0.2985,265
2030,2011-03-30,2,0,3,10,0,3,1,2,0.34,0.3182,0.46,0.2239,64
9283,2012-01-27,1,1,1,16,0,5,1,1,0.44,0.4394,0.51,0.5522,267
10021,2012-02-27,1,1,2,13,0,1,1,1,0.4,0.4091,0.43,0.2836,182
4303,2011-07-03,3,0,7,4,0,0,0,3,0.68,0.6364,0.65,0.0896,5
7410,2011-11-10,4,0,11,8,0,4,1,2,0.4,0.4091,0.94,0.0896,436
13848,2012-08-05,3,1,8,4,0,0,0,1,0.72,0.697,0.74,0.2537,14
3412,2011-05-27,2,0,5,1,0,5,1,1,0.7,0.6515,0.58,0.2985,50
7849,2011-11-28,4,0,11,16,0,1,1,1,0.56,0.5303,0.6,0.194,264
14659,2012-09-07,3,1,9,23,0,5,1,1,0.66,0.5909,0.89,0.2537,248
8127,2011-12-10,4,0,12,6,0,6,0,1,0.24,0.2576,0.65,0.1045,11
15888,2012-10-30,4,1,10,16,0,2,1,3,0.3,0.2879,0.87,0.2537,98
9913,2012-02-23,1,1,2,1,0,4,1,2,0.44,0.4394,0.58,0.2836,15
9205,2012-01-24,1,1,1,10,0,2,1,1,0.32,0.3333,0.93,0.0896,116
14884,2012-09-17,3,1,9,8,0,1,1,1,0.54,0.5152,0.77,0.0896,683
7223,2011-11-02,4,0,11,13,0,3,1,1,0.48,0.4697,0.48,0.1642,161
362,2011-01-16,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,118
4009,2011-06-20,2,0,6,22,0,1,1,2,0.64,0.6061,0.73,0.2239,130
9524,2012-02-06,1,1,2,18,0,1,1,1,0.38,0.3939,0.43,0.2239,437
8299,2011-12-17,4,0,12,10,0,6,0,2,0.26,0.2424,0.52,0.2836,181
14448,2012-08-30,3,1,8,4,0,4,1,1,0.62,0.5909,0.73,0,8
1736,2011-03-17,1,0,3,23,0,4,1,1,0.42,0.4242,0.62,0.2836,50
2597,2011-04-23,2,0,4,2,0,6,0,3,0.32,0.3333,1,0.1343,17
13939,2012-08-08,3,1,8,23,0,3,1,1,0.72,0.6818,0.7,0.1343,136
7117,2011-10-29,4,0,10,3,0,6,0,3,0.3,0.2727,0.81,0.4179,8
1491,2011-03-07,1,0,3,11,0,1,1,1,0.26,0.2121,0.48,0.4478,60
15606,2012-10-17,4,1,10,10,0,3,1,2,0.46,0.4545,0.67,0,228
7845,2011-11-28,4,0,11,12,0,1,1,1,0.56,0.5303,0.6,0.1045,178
15357,2012-10-07,4,1,10,1,0,0,0,1,0.44,0.4394,0.54,0.2239,109
6927,2011-10-21,4,0,10,5,0,5,1,1,0.34,0.3333,0.76,0.194,31
3342,2011-05-24,2,0,5,3,0,2,1,2,0.58,0.5455,0.94,0.1045,2
2072,2011-04-01,2,0,4,4,0,5,1,2,0.24,0.2273,0.93,0.2537,3
4501,2011-07-11,3,0,7,10,0,1,1,1,0.8,0.7576,0.55,0.3582,117
8239,2011-12-14,4,0,12,22,0,3,1,1,0.34,0.3333,0.66,0.1642,104
4834,2011-07-25,3,0,7,7,0,1,1,2,0.74,0.7121,0.79,0,277
3784,2011-06-11,2,0,6,13,0,6,0,1,0.8,0.7576,0.55,0.194,387
5642,2011-08-28,3,0,8,12,0,0,0,1,0.74,0.6667,0.51,0.3881,306
12004,2012-05-20,2,1,5,8,0,0,0,1,0.56,0.5303,0.56,0.1642,171
2608,2011-04-23,2,0,4,13,0,6,0,1,0.52,0.5,0.83,0.3881,312
10196,2012-03-05,1,1,3,21,0,1,1,1,0.26,0.2273,0.37,0.3881,120
15078,2012-09-25,4,1,9,10,0,2,1,1,0.56,0.5303,0.52,0.2985,170
9770,2012-02-17,1,1,2,0,0,5,1,2,0.3,0.3333,0.87,0,34
6492,2011-10-03,4,0,10,1,0,1,1,1,0.36,0.3636,0.81,0.0896,6
6573,2011-10-06,4,0,10,10,0,4,1,1,0.52,0.5,0.52,0,129
12706,2012-06-18,2,1,6,14,0,1,1,2,0.58,0.5455,0.68,0.194,219
4939,2011-07-29,3,0,7,16,0,5,1,1,0.96,0.8636,0.3,0.3881,233
10435,2012-03-15,1,1,3,21,0,4,1,1,0.54,0.5152,0.68,0.2836,243
12187,2012-05-27,2,1,5,23,0,0,0,3,0.62,0.5758,0.83,0.1343,96
4541,2011-07-13,3,0,7,2,0,3,1,1,0.76,0.697,0.55,0,5
3147,2011-05-16,2,0,5,0,0,1,1,1,0.52,0.5,0.94,0.1045,38
17269,2012-12-27,1,1,12,9,0,4,1,1,0.26,0.2121,0.6,0.4925,133
13083,2012-07-04,3,1,7,7,1,3,0,1,0.68,0.6364,0.65,0,72
9017,2012-01-16,1,1,1,13,1,1,0,2,0.24,0.197,0.41,0.4179,228
14126,2012-08-16,3,1,8,18,0,4,1,1,0.8,0.7121,0.36,0,832
14499,2012-09-01,3,1,9,7,0,6,0,2,0.74,0.6818,0.58,0.1343,66
3884,2011-06-15,2,0,6,17,0,3,1,1,0.74,0.6515,0.28,0.1045,638
3590,2011-06-03,2,0,6,11,0,5,1,1,0.64,0.6212,0.31,0.3284,192
14074,2012-08-14,3,1,8,14,0,2,1,1,0.82,0.7424,0.41,0.2239,255
8999,2012-01-15,1,1,1,19,0,0,0,1,0.16,0.1667,0.37,0.1642,110
3685,2011-06-07,2,0,6,10,0,2,1,2,0.76,0.6818,0.48,0.194,123
1668,2011-03-15,1,0,3,1,0,2,1,1,0.3,0.303,0.62,0.0896,10
2219,2011-04-07,2,0,4,7,0,4,1,2,0.34,0.3333,0.76,0.1642,160
3477,2011-05-29,2,0,5,18,0,0,0,1,0.72,0.697,0.74,0.2836,328
13513,2012-07-22,3,1,7,5,0,0,0,1,0.6,0.5455,0.88,0,6
2357,2011-04-13,2,0,4,2,0,3,1,3,0.4,0.4091,1,0.2985,2
3591,2011-06-03,2,0,6,12,0,5,1,1,0.66,0.6212,0.27,0.2836,259
6057,2011-09-14,3,0,9,22,0,3,1,2,0.66,0.6212,0.65,0.1343,160
12598,2012-06-14,2,1,6,2,0,4,1,2,0.62,0.6212,0.53,0.2537,9
7429,2011-11-11,4,0,11,3,1,5,0,1,0.3,0.2879,0.61,0.194,6
16888,2012-12-11,4,1,12,10,0,2,1,1,0.36,0.3333,0.57,0.3284,154
4720,2011-07-20,3,0,7,13,0,3,1,1,0.84,0.8182,0.56,0.194,120
12151,2012-05-26,2,1,5,11,0,6,0,1,0.7,0.6667,0.74,0.194,520
8778,2012-01-06,1,1,1,13,0,5,1,1,0.4,0.4091,0.43,0.2836,204
2142,2011-04-04,2,0,4,2,0,1,1,1,0.38,0.3939,0.66,0.2537,2
1750,2011-03-18,1,0,3,14,0,5,1,1,0.66,0.6212,0.39,0.2537,174
2176,2011-04-05,2,0,4,12,0,2,1,2,0.34,0.303,0.71,0.3881,38
8635,2011-12-31,1,0,12,13,0,6,0,1,0.5,0.4848,0.42,0.4925,313
13098,2012-07-04,3,1,7,22,1,3,0,1,0.82,0.7879,0.56,0.2239,502
3130,2011-05-15,2,0,5,7,0,0,0,2,0.52,0.5,1,0.1343,42
7677,2011-11-21,4,0,11,11,0,1,1,2,0.52,0.5,0.83,0.1045,128
12879,2012-06-25,3,1,6,19,0,1,1,1,0.74,0.6515,0.27,0.4627,582
10037,2012-02-28,1,1,2,5,0,2,1,1,0.32,0.2879,0.42,0.3582,21
5223,2011-08-10,3,0,8,12,0,3,1,1,0.82,0.7273,0.38,0.2985,240
10787,2012-03-30,2,1,3,13,0,5,1,3,0.4,0.4091,0.5,0,242
10550,2012-03-20,1,1,3,16,0,2,1,1,0.62,0.6061,0.66,0.2239,431
3655,2011-06-06,2,0,6,4,0,1,1,1,0.56,0.5303,0.94,0.1045,8
16941,2012-12-13,4,1,12,15,0,4,1,1,0.36,0.3485,0.34,0.1343,280
15491,2012-10-12,4,1,10,15,0,5,1,1,0.52,0.5,0.42,0.4478,455
9331,2012-01-29,1,1,1,16,0,0,0,1,0.36,0.3333,0.21,0.4179,322
12450,2012-06-07,2,1,6,22,0,4,1,1,0.6,0.6212,0.46,0.1642,228
14338,2012-08-25,3,1,8,14,0,6,0,3,0.66,0.6212,0.65,0.2537,482
8631,2011-12-31,1,0,12,9,0,6,0,1,0.38,0.3939,0.76,0,90
8137,2011-12-10,4,0,12,16,0,6,0,1,0.32,0.2879,0.31,0.3881,241
11789,2012-05-11,2,1,5,9,0,5,1,1,0.48,0.4697,0.41,0.2985,322
3494,2011-05-30,2,0,5,11,1,1,0,1,0.82,0.7727,0.52,0,321
1949,2011-03-26,2,0,3,23,0,6,0,2,0.26,0.2424,0.44,0.2836,41
16093,2012-11-08,4,1,11,6,0,4,1,1,0.3,0.2879,0.39,0.2239,124
7110,2011-10-28,4,0,10,20,0,5,1,3,0.34,0.3182,0.61,0.2239,143
4029,2011-06-21,3,0,6,18,0,2,1,2,0.76,0.7273,0.7,0.2537,536
9302,2012-01-28,1,1,1,11,0,6,0,1,0.3,0.303,0.56,0.1343,296
12025,2012-05-21,2,1,5,5,0,1,1,3,0.56,0.5303,0.88,0.2985,15
10362,2012-03-12,1,1,3,20,0,1,1,2,0.56,0.5303,0.49,0.2239,286
7996,2011-12-04,4,0,12,19,0,0,0,1,0.38,0.3939,0.76,0,173
5291,2011-08-13,3,0,8,8,0,6,0,2,0.7,0.6515,0.65,0.1642,118
9231,2012-01-25,1,1,1,12,0,3,1,1,0.32,0.3333,0.53,0.1343,193
3560,2011-06-02,2,0,6,5,0,4,1,1,0.66,0.6212,0.39,0.2239,31
13335,2012-07-14,3,1,7,19,0,6,0,1,0.72,0.7121,0.84,0.0896,431
7316,2011-11-06,4,0,11,10,0,0,0,1,0.36,0.3636,0.66,0.0896,262
1607,2011-03-12,1,0,3,10,0,6,0,1,0.32,0.303,0.66,0.2239,99
4698,2011-07-19,3,0,7,15,0,2,1,1,0.88,0.8182,0.44,0.194,158
4226,2011-06-29,3,0,6,23,0,3,1,1,0.68,0.6364,0.47,0.194,129
